Fe (at%),Ni  (at%),Co (at%),Coercivity (A/m),,,,,,,,,,,,,,,,,,,,,,
36.31,60.95,2.74,23.87,,,,,,,,,,,,,,,,,,,,,,
35.69,61.49,2.82,23.87,,,,,,,,,,,,,,,,,,,,,,
35.04,62,2.96,23.87,,,,,,,,,,,,,,,,,,,,,,
34.39,62.65,2.96,23.87,,,,,,,,,,,,,,,,,,,,,,
33.75,63.27,2.98,23.87,,,,,,,,,,,,,,,,,,,,,,
33.02,63.95,3.03,23.87,,,,,,,,,,,,,,,,,,,,,,
32.34,64.57,3.09,23.87,,,,,,,,,,,,,,,,,,,,,,
31.62,65.18,3.2,23.87,,,,,,,,,,,,,,,,,,,,,,
30.8,66.01,3.19,23.87,,,,,,,,,,,,,,,,,,,,,,
30.08,66.66,3.25,23.87,,,,,,,,,,,,,,,,,,,,,,
29.47,67.26,3.26,23.87,,,,,,,,,,,,,,,,,,,,,,
28.82,67.94,3.24,23.87,,,,,,,,,,,,,,,,,,,,,,
28.15,68.54,3.31,23.87,,,,,,,,,,,,,,,,,,,,,,
27.73,69,3.27,23.87,,,,,,,,,,,,,,,,,,,,,,
23.98,72.92,3.1,23.87,,,,,,,,,,,,,,,,,,,,,,
24.71,72.16,3.13,23.87,,,,,,,,,,,,,,,,,,,,,,
25.2,71.65,3.15,23.87,,,,,,,,,,,,,,,,,,,,,,
25.75,71.05,3.2,23.87,,,,,,,,,,,,,,,,,,,,,,
26.38,70.37,3.24,23.87,,,,,,,,,,,,,,,,,,,,,,
26.92,69.79,3.28,23.87,,,,,,,,,,,,,,,,,,,,,,
23.3,73.55,3.15,23.87,,,,,,,,,,,,,,,,,,,,,,
22.73,74.22,3.05,23.87,,,,,,,,,,,,,,,,,,,,,,
22.07,74.87,3.05,23.87,,,,,,,,,,,,,,,,,,,,,,
21.44,75.64,2.92,23.87,,,,,,,,,,,,,,,,,,,,,,
20.82,76.26,2.92,23.87,,,,,,,,,,,,,,,,,,,,,,
20.27,76.94,2.8,23.87,,,,,,,,,,,,,,,,,,,,,,
19.76,77.61,2.63,23.87,,,,,,,,,,,,,,,,,,,,,,
19.18,78.37,2.44,23.87,,,,,,,,,,,,,,,,,,,,,,
18.58,79.11,2.31,23.87,,,,,,,,,,,,,,,,,,,,,,
18.03,79.83,2.14,23.87,,,,,,,,,,,,,,,,,,,,,,
17.53,80.53,1.94,23.87,,,,,,,,,,,,,,,,,,,,,,
17.08,81.36,1.56,23.87,,,,,,,,,,,,,,,,,,,,,,
16.55,82.08,1.38,23.87,,,,,,,,,,,,,,,,,,,,,,
16.06,82.86,1.08,23.87,,,,,,,,,,,,,,,,,,,,,,
15.71,83.6,0.68,23.87,,,,,,,,,,,,,,,,,,,,,,
15.3,84.21,0.5,23.87,,,,,,,,,,,,,,,,,,,,,,
14.88,85.06,0.06,23.87,,,,,,,,,,,,,,,,,,,,,,
